text,clean_text,created_at,keyword,processed_text,sentimen,label,emoticon,has_truncation,has_mention,has_hashtag,has_url,has_unicode,has_engagement,has_html,llm_completed_text,llm_status,regex_text,processed_text_v2,text_bert,clean_text_lstm
"Alhamdulillah, bantuan dari pendengar @radiorodja dan pemirsa @rodjatv sudah mulai disalurkan ke korban bencana banjir di Sumatera. Tim @rodjapeduli kali ini menyalurkan bantuan beras di Desa Aek Ngadol, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara. 1 23 136",alhamdulillah bantuan dari pendengar dan pemirsa sudah mulai disalurkan ke korban bencana banjir di sumatera tim kali ini menyalurkan bantuan beras di desa aek ngadol kecamatan batang toru kabupaten tapanuli selatan sumatera utara rb,2025-12-04,banjir Sumatera Selatan,alhamdulillah bantu dengar pirsa mulai salur korban bencana banjir sumatera tim kali salur bantu beras desa aek ngadol camat batang toru kabupaten tapanuli selatan sumatera utara ,negatif,0,,False,True,False,False,False,False,False,"Alhamdulillah, bantuan dari pendengar @radiorodja dan pemirsa @rodjatv sudah mulai disalurkan ke korban bencana banjir di Sumatera. Tim @rodjapeduli kali ini menyalurkan bantuan beras di Desa Aek Ngadol, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara. 1 23 136",unchanged,"Alhamdulillah, bantuan dari pendengar dan pemirsa sudah mulai disalurkan ke korban bencana banjir di Sumatera. Tim kali ini menyalurkan bantuan beras di Desa Aek Ngadol, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara.","Alhamdulillah, bantuan dari pendengar dan pemirsa sudah mulai disalurkan ke korban bencana banjir di Sumatera. Tim kali ini menyalurkan bantuan beras di Desa Aek Ngadol, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara.","alhamdulillah, bantuan dari pendengar dan pemirsa sudah mulai disalurkan ke korban bencana banjir di sumatera. tim kali ini menyalurkan bantuan beras di desa aek ngadol, kecamatan batang toru, kabupaten tapanuli selatan, sumatera utara.",alhamdulillah bantuan pendengar pemirsa mulai disalurkan korban bencana banjir sumatera tim kali menyalurkan bantuan beras desa aek ngadol kecamatan batang toru kabupaten tapanuli selatan sumatera utara
"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Semua bekerjasama demi menyalakan kembali harapan masyarakat Sumatera Utara. #PLNUntukSemua 45",banjir dan longsor yang terjadi di wilayah sibolga tapanuli selatan tapanuli tengah dan tapanuli utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik semua bekerjasama demi menyalakan kembali harapan masyarakat sumatera utara plnuntuksemua,2025-12-04,banjir Sumatera Selatan,banjir longsor jadi wilayah sibolga tapanuli selatan tapanuli tengah tapanuli utara putus akses jalan jadi tantang proses pulih listrik semua bekerjasama nyala harap masyarakat sumatera utara plnuntuksemua,positif,2,,False,False,True,False,False,False,False,"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Semua bekerjasama demi menyalakan kembali harapan masyarakat Sumatera Utara. #PLNUntukSemua 45",unchanged,"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Semua bekerjasama demi menyalakan kembali harapan masyarakat Sumatera Utara. PLNUntukSemua","Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Semua bekerjasama demi menyalakan kembali harapan masyarakat Sumatera Utara. PLNUntukSemua","banjir dan longsor yang terjadi di wilayah sibolga, tapanuli selatan, tapanuli tengah dan tapanuli utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. semua bekerjasama demi menyalakan kembali harapan masyarakat sumatera utara. plnuntuksemua",banjir longsor terjadi wilayah sibolga tapanuli selatan tapanuli tengah tapanuli utara memutus akses jalan menjadi tantangan proses pemulihan listrik semua bekerjasama menyalakan harapan masyarakat sumatera utara plnuntuksemua
"Dari Kabupaten Tapanuli Selatan, Sumatera Utara, Wakil Presiden Gibran Rakabuming Raka @gibran_tweet melanjutkan peninjauan penanganan bencana ke Kabupaten Aceh Singkil. Wapres melihat langsung kondisi wilayah yg terdampak banjir & longsor, berkoordinasi dgn pemerintah daerah 1 6 25 946",dari kabupaten tapanuli selatan sumatera utara wakil presiden gibran rakabuming raka melanjutkan peninjauan penanganan bencana ke kabupaten aceh singkil wapres melihat langsung kondisi wilayah yg terdampak banjir longsor berkoordinasi dgn pemerintah daerah tampilkan lebih banyak,2025-12-04,banjir Sumatera Selatan,kabupaten tapanuli selatan sumatera utara wakil presiden gibran rakabuming raka lanjut tinjau tangan bencana kabupaten aceh singkil wapres lihat langsung kondisi wilayah dampak banjir longsor koordinasi perintah daerah tampil lebih banyak,netral,1,,False,True,False,False,False,False,False,"Dari Kabupaten Tapanuli Selatan, Sumatera Utara, Wakil Presiden Gibran Rakabuming Raka @gibran_tweet melanjutkan peninjauan penanganan bencana ke Kabupaten Aceh Singkil. Wapres melihat langsung kondisi wilayah yg terdampak banjir & longsor, berkoordinasi dgn pemerintah daerah 1 6 25 946",unchanged,"Dari Kabupaten Tapanuli Selatan, Sumatera Utara, Wakil Presiden Gibran Rakabuming Raka melanjutkan peninjauan penanganan bencana ke Kabupaten Aceh Singkil. Wapres melihat langsung kondisi wilayah yg terdampak banjir & longsor, berkoordinasi dgn pemerintah daerah","Dari Kabupaten Tapanuli Selatan, Sumatera Utara, Wakil Presiden Gibran Rakabuming Raka melanjutkan peninjauan penanganan bencana ke Kabupaten Aceh Singkil. Wapres melihat langsung kondisi wilayah yang terdampak banjir & longsor, berkoordinasi dengan pemerintah daerah","dari kabupaten tapanuli selatan, sumatera utara, wakil presiden gibran rakabuming raka melanjutkan peninjauan penanganan bencana ke kabupaten aceh singkil. wapres melihat langsung kondisi wilayah yang terdampak banjir longsor, berkoordinasi dengan pemerintah daerah",kabupaten tapanuli selatan sumatera utara wakil presiden gibran rakabuming raka melanjutkan peninjauan penanganan bencana kabupaten aceh singkil wapres melihat langsung kondisi wilayah terdampak banjir longsor berkoordinasi pemerintah daerah
"Wakil Presiden (Wapres) Gibran Rakabuming Raka meminta percepatan pemulihan infrastruktur, termasuk jalan dan jembatan untuk memudahkan distribusi BBM usai bencana banjir bandang dan longsor di Tapanuli Selatan, Sumatera Utara. Setelah meninjau kondisi korban di Kabupaten 2 1 200",wakil presiden wapres gibran rakabuming raka meminta percepatan pemulihan infrastruktur termasuk jalan dan jembatan untuk memudahkan distribusi bbm usai bencana banjir bandang dan longsor di tapanuli selatan sumatera utara setelah meninjau kondisi korban di kabupaten tampilkan lebih banyak,2025-12-04,banjir Sumatera Selatan,wakil presiden wapres gibran rakabuming raka minta cepat pulih infrastruktur masuk jalan jembatan mudah distribusi bbm usai bencana banjir bandang longsor tapanuli selatan sumatera utara tinjau kondisi korban kabupaten tampil lebih banyak,negatif,0,,False,False,False,False,False,False,False,"Wakil Presiden (Wapres) Gibran Rakabuming Raka meminta percepatan pemulihan infrastruktur, termasuk jalan dan jembatan untuk memudahkan distribusi BBM usai bencana banjir bandang dan longsor di Tapanuli Selatan, Sumatera Utara. Setelah meninjau kondisi korban di Kabupaten 2 1 200",unchanged,"Wakil Presiden (Wapres) Gibran Rakabuming Raka meminta percepatan pemulihan infrastruktur, termasuk jalan dan jembatan untuk memudahkan distribusi BBM usai bencana banjir bandang dan longsor di Tapanuli Selatan, Sumatera Utara. Setelah meninjau kondisi korban di Kabupaten","Wakil Presiden (Wapres) Gibran Rakabuming Raka meminta percepatan pemulihan infrastruktur, termasuk jalan dan jembatan untuk memudahkan distribusi BBM usai bencana banjir bandang dan longsor di Tapanuli Selatan, Sumatera Utara. Setelah meninjau kondisi korban di Kabupaten","wakil presiden wapres gibran rakabuming raka meminta percepatan pemulihan infrastruktur, termasuk jalan dan jembatan untuk memudahkan distribusi bbm usai bencana banjir bandang dan longsor di tapanuli selatan, sumatera utara. setelah meninjau kondisi korban di kabupaten",wakil presiden wapres gibran rakabuming raka meminta percepatan pemulihan infrastruktur termasuk jalan jembatan memudahkan distribusi bbm usai bencana banjir bandang longsor tapanuli selatan sumatera utara meninjau kondisi korban kabupaten
"Wakil Presiden Gibran Rakabuming Raka mengunjungi tenda pengungsi banjir di Desa Garoga, Kecamatan Batang Toru, Tapanuli Selatan, Sumatera Utara, Kamis (4/12/2025). Gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur yang dapat ditempuh. Gibran juga 1 1 477",wakil presiden gibran rakabuming raka mengunjungi tenda pengungsi banjir di desa garoga kecamatan batang toru tapanuli selatan sumatera utara kamis gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur yang dapat ditempuh gibran juga tampilkan lebih banyak,2025-12-04,banjir Sumatera Selatan,wakil presiden gibran rakabuming raka unjung tenda ungsi banjir desa garoga camat batang toru tapanuli selatan sumatera utara kamis gibran jamin cepat salur distribusi bantu lewat segala jalur tempuh gibran tampil lebih banyak,positif,2,,False,False,False,False,False,False,False,"Wakil Presiden Gibran Rakabuming Raka mengunjungi tenda pengungsi banjir di Desa Garoga, Kecamatan Batang Toru, Tapanuli Selatan, Sumatera Utara, Kamis (4/12/2025). Gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur yang dapat ditempuh. Gibran juga 1 1 477",unchanged,"Wakil Presiden Gibran Rakabuming Raka mengunjungi tenda pengungsi banjir di Desa Garoga, Kecamatan Batang Toru, Tapanuli Selatan, Sumatera Utara, Kamis (4/12/2025). Gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur yang dapat ditempuh. Gibran juga","Wakil Presiden Gibran Rakabuming Raka mengunjungi tenda pengungsi banjir di Desa Garoga, Kecamatan Batang Toru, Tapanuli Selatan, Sumatera Utara, Kamis (4/12/2025). Gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur yang dapat ditempuh. Gibran juga","wakil presiden gibran rakabuming raka mengunjungi tenda pengungsi banjir di desa garoga, kecamatan batang toru, tapanuli selatan, sumatera utara, kamis 4 12 2025 . gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur yang dapat ditempuh. gibran juga",wakil presiden gibran rakabuming raka mengunjungi tenda pengungsi banjir desa garoga kecamatan batang toru tapanuli selatan sumatera utara kamis gibran menjamin percepatan penyaluran distribusi bantuan lewat segala jalur ditempuh gibran
"Tahap 1 : Penyaluran Bantuan Banjir Sumatera Sahabat Trilove, alhamdulillah donasi tahap pertama telah kita salurkan ke Desa Garoga, Kecamatan Batang Toru Tapanuli Selatan, kami juga berterima kasih kepada Yayasan Abulyatama Indonesia telah dengan sangat baik mendistribuskan 4 4 296",tahap penyaluran bantuan banjir sumatera sahabat trilove alhamdulillah donasi tahap pertama telah kita salurkan ke desa garoga kecamatan batang toru tapanuli selatan kami juga berterima kasih kepada yayasan abulyatama indonesia telah dengan sangat baik mendistribuskan tampilkan lebih banyak,2025-12-04,banjir Sumatera Selatan,tahap salur bantu banjir sumatera sahabat trilove alhamdulillah donasi tahap pertama salur desa garoga camat batang toru tapanuli selatan terima kasih yayasan abulyatama indonesia sangat baik mendistribuskan tampil lebih banyak,positif,2,,False,False,False,False,False,False,False,"Tahap 1 : Penyaluran Bantuan Banjir Sumatera Sahabat Trilove, alhamdulillah donasi tahap pertama telah kita salurkan ke Desa Garoga, Kecamatan Batang Toru Tapanuli Selatan, kami juga berterima kasih kepada Yayasan Abulyatama Indonesia telah dengan sangat baik mendistribuskan 4 4 296",unchanged,"Tahap 1 : Penyaluran Bantuan Banjir Sumatera Sahabat Trilove, alhamdulillah donasi tahap pertama telah kita salurkan ke Desa Garoga, Kecamatan Batang Toru Tapanuli Selatan, kami juga berterima kasih kepada Yayasan Abulyatama Indonesia telah dengan sangat baik mendistribuskan","Tahap 1 : Penyaluran Bantuan Banjir Sumatera Sahabat Trilove, alhamdulillah donasi tahap pertama telah kita salurkan ke Desa Garoga, Kecamatan Batang Toru Tapanuli Selatan, kami juga berterima kasih kepada Yayasan Abulyatama Indonesia telah dengan sangat baik mendistribuskan","tahap 1 penyaluran bantuan banjir sumatera sahabat trilove, alhamdulillah donasi tahap pertama telah kita salurkan ke desa garoga, kecamatan batang toru tapanuli selatan, kami juga berterima kasih kepada yayasan abulyatama indonesia telah dengan sangat baik mendistribuskan",tahap penyaluran bantuan banjir sumatera sahabat trilove alhamdulillah donasi tahap pertama salurkan desa garoga kecamatan batang toru tapanuli selatan berterima kasih yayasan abulyatama indonesia sangat baik mendistribuskan
"DUKA KAMI UNTUK SUMATERA Lapas Perempuan kelas IIA Bandar Lampung menyampaikan rasa duka dan keprihatinan yang mendalam atas bencana banjir yang melanda saudara-saudara kita di beberapa wilayah Sumatera, terutama di Aceh, Sumatera Barat, dan Sumatera Selatan. 69",duka kami untuk sumatera lapas perempuan kelas iia bandar lampung menyampaikan rasa duka dan keprihatinan yang mendalam atas bencana banjir yang melanda saudara saudara kita di beberapa wilayah sumatera terutama di aceh sumatera barat dan sumatera selatan,2025-12-04,banjir Sumatera Selatan,duka sumatera lapas perempuan kelas iia bandar lampung sampai rasa duka prihatin dalam atas bencana banjir landa saudara saudara beberapa wilayah sumatera utama aceh sumatera barat sumatera selatan,negatif,0,,False,False,False,False,False,False,False,"DUKA KAMI UNTUK SUMATERA Lapas Perempuan kelas IIA Bandar Lampung menyampaikan rasa duka dan keprihatinan yang mendalam atas bencana banjir yang melanda saudara-saudara kita di beberapa wilayah Sumatera, terutama di Aceh, Sumatera Barat, dan Sumatera Selatan. 69",unchanged,"DUKA KAMI UNTUK SUMATERA Lapas Perempuan kelas IIA Bandar Lampung menyampaikan rasa duka dan keprihatinan yang mendalam atas bencana banjir yang melanda saudara-saudara kita di beberapa wilayah Sumatera, terutama di Aceh, Sumatera Barat, dan Sumatera Selatan.","DUKA KAMI UNTUK SUMATERA Lapas Perempuan kelas IIA Bandar Lampung menyampaikan rasa duka dan keprihatinan yang mendalam atas bencana banjir yang melanda saudara-saudara kita di beberapa wilayah Sumatera, terutama di Aceh, Sumatera Barat, dan Sumatera Selatan.","duka kami untuk sumatera lapas perempuan kelas iia bandar lampung menyampaikan rasa duka dan keprihatinan yang mendalam atas bencana banjir yang melanda saudara-saudara kita di beberapa wilayah sumatera, terutama di aceh, sumatera barat, dan sumatera selatan.",duka sumatera lapas perempuan kelas iia bandar lampung menyampaikan rasa duka keprihatinan mendalam atas bencana banjir melanda saudara saudara beberapa wilayah sumatera terutama aceh sumatera barat sumatera selatan
"Akun komentar Ratusan pengungsi banjir & longsor di Sumatera kini jatuh sakit 376 kasus demam dilaporkan di Sumbar, 277 kasus di Tapanuli Selatan. Pengungsian makin padat, risiko penyakit makin tinggi. Saatnya kita bantu mereka Ayo jadi bagian dari penolong mereka. Aksi Peduli 1 4 2 141",akun komentar ratusan pengungsi banjir longsor di sumatera kini jatuh sakit kasus demam dilaporkan di sumbar kasus di tapanuli selatan pengungsian makin padat risiko penyakit makin tinggi saatnya kita bantu mereka ayo jadi bagian dari penolong mereka aksi peduli tampilkan lebih banyak,2025-12-03,banjir Sumatera Selatan,akun komentar ratus ungsi banjir longsor sumatera kini jatuh sakit kasus demam lapor sumbar kasus tapanuli selatan ungsi makin padat risiko sakit makin tinggi saat bantu ayo jadi bagi tolong aksi peduli tampil lebih banyak,netral,1,,False,False,False,False,False,False,False,"Akun komentar Ratusan pengungsi banjir & longsor di Sumatera kini jatuh sakit 376 kasus demam dilaporkan di Sumbar, 277 kasus di Tapanuli Selatan. Pengungsian makin padat, risiko penyakit makin tinggi. Saatnya kita bantu mereka Ayo jadi bagian dari penolong mereka. Aksi Peduli 1 4 2 141",unchanged,"Akun komentar Ratusan pengungsi banjir & longsor di Sumatera kini jatuh sakit 376 kasus demam dilaporkan di Sumbar, 277 kasus di Tapanuli Selatan. Pengungsian makin padat, risiko penyakit makin tinggi. Saatnya kita bantu mereka Ayo jadi bagian dari penolong mereka. Aksi Peduli","Akun komentar Ratusan pengungsi banjir & longsor di Sumatera kini jatuh sakit 376 kasus demam dilaporkan di Sumbar, 277 kasus di Tapanuli Selatan. Pengungsian makin padat, risiko penyakit makin tinggi. Saatnya kita bantu mereka Ayo jadi bagian dari penolong mereka. Aksi Peduli","akun komentar ratusan pengungsi banjir longsor di sumatera kini jatuh sakit 376 kasus demam dilaporkan di sumbar, 277 kasus di tapanuli selatan. pengungsian makin padat, risiko penyakit makin tinggi. saatnya kita bantu mereka ayo jadi bagian dari penolong mereka. aksi peduli",akun komentar ratusan pengungsi banjir longsor sumatera kini jatuh sakit kasus demam dilaporkan sumbar kasus tapanuli selatan pengungsian makin padat risiko penyakit makin tinggi saatnya bantu ayo jadi bagian penolong aksi peduli
"Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren sumsel.idntimes. Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren Warga Subarang Aie, Nagari Salareh Aie Timur, Kecamatan Palembayan, Kabupaten Agam-Sumbar sempat bertahan hidup dengan hanya memakan nasi dan gula aren saja. 24",kisah warga agam bertahan hidup terisolasi banjir makan nasi dan aren sumsel idntimes com kisah warga agam bertahan hidup terisolasi banjir makan nasi dan aren warga subarang aie nagari salareh aie timur kecamatan palembayan kabupaten agam sumbar sempat bertahan hidup dengan hanya memakan nasi dan gula aren saja,2025-12-03,banjir Sumatera Selatan,kisah warga agam tahan hidup isolasi banjir makan nasi aren sumsel idntimes com kisah warga agam tahan hidup isolasi banjir makan nasi aren warga subarang aie nagari salareh aie timur camat palembayan kabupaten agam sumbar sempat tahan hidup makan nasi gula aren,negatif,0,,False,False,False,False,False,False,False,"Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren sumsel.idntimes. Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren Warga Subarang Aie, Nagari Salareh Aie Timur, Kecamatan Palembayan, Kabupaten Agam-Sumbar sempat bertahan hidup dengan hanya memakan nasi dan gula aren saja. 24",unchanged,"Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren sumsel.idntimes. Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren Warga Subarang Aie, Nagari Salareh Aie Timur, Kecamatan Palembayan, Kabupaten Agam-Sumbar sempat bertahan hidup dengan hanya memakan nasi dan gula aren saja.","Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren sumsel.idntimes. Kisah Warga Agam Bertahan Hidup Terisolasi Banjir: Makan Nasi dan Aren Warga Subarang Aie, Nagari Salareh Aie Timur, Kecamatan Palembayan, Kabupaten Agam-Sumbar sempat bertahan hidup dengan hanya memakan nasi dan gula aren saja.","kisah warga agam bertahan hidup terisolasi banjir makan nasi dan aren sumsel.idntimes. kisah warga agam bertahan hidup terisolasi banjir makan nasi dan aren warga subarang aie, nagari salareh aie timur, kecamatan palembayan, kabupaten agam-sumbar sempat bertahan hidup dengan hanya memakan nasi dan gula aren saja.",kisah warga agam bertahan hidup terisolasi banjir makan nasi aren sumsel idntimes kisah warga agam bertahan hidup terisolasi banjir makan nasi aren warga subarang aie nagari salareh aie timur kecamatan palembayan kabupaten agam sumbar sempat bertahan hidup memakan nasi gula aren
"Polda Sumsel Lakukan Loading Bantuan Logistik untuk Bencana Banjir dan Longsor di Sumatera Utara Polda Sumatera Selatan kembali menunjukkan kepedulian dan respon cepat terhadap bencana yang terjadi di Tanah Air. Pada Selasa malam, 2 Desember 2025, personel Bidhumas Polda Sumsel 67",polda sumsel lakukan loading bantuan logistik untuk bencana banjir dan longsor di sumatera utara polda sumatera selatan kembali menunjukkan kepedulian dan respon cepat terhadap bencana yang terjadi di tanah air pada selasa malam desember personel bidhumas polda sumsel tampilkan lebih banyak,2025-12-03,banjir Sumatera Selatan,polda sumsel laku loading bantu logistik bencana banjir longsor sumatera utara polda sumatera selatan tunjuk peduli respon cepat bencana jadi tanah air selasa malam desember personel bidhumas polda sumsel tampil lebih banyak,positif,2,,False,False,False,False,False,False,False,"Polda Sumsel Lakukan Loading Bantuan Logistik untuk Bencana Banjir dan Longsor di Sumatera Utara Polda Sumatera Selatan kembali menunjukkan kepedulian dan respon cepat terhadap bencana yang terjadi di Tanah Air. Pada Selasa malam, 2 Desember 2025, personel Bidhumas Polda Sumsel 67",unchanged,"Polda Sumsel Lakukan Loading Bantuan Logistik untuk Bencana Banjir dan Longsor di Sumatera Utara Polda Sumatera Selatan kembali menunjukkan kepedulian dan respon cepat terhadap bencana yang terjadi di Tanah Air. Pada Selasa malam, 2 Desember 2025, personel Bidhumas Polda Sumsel","Polda Sumsel Lakukan Loading Bantuan Logistik untuk Bencana Banjir dan Longsor di Sumatera Utara Polda Sumatera Selatan kembali menunjukkan kepedulian dan respon cepat terhadap bencana yang terjadi di Tanah Air. Pada Selasa malam, 2 Desember 2025, personel Bidhumas Polda Sumsel","polda sumsel lakukan loading bantuan logistik untuk bencana banjir dan longsor di sumatera utara polda sumatera selatan kembali menunjukkan kepedulian dan respon cepat terhadap bencana yang terjadi di tanah air. pada selasa malam, 2 desember 2025, personel bidhumas polda sumsel",polda sumsel lakukan loading bantuan logistik bencana banjir longsor sumatera utara polda sumatera selatan menunjukkan kepedulian respon cepat bencana terjadi tanah air selasa malam desember personel bidhumas polda sumsel
"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025) 2 2 5 434",selamat siang bantuan datang untuk warga sumut next kita update sumbar dan aceh ya relawan rumah zakat menuju lokasi yang terkepung banjir di sumatera utara tepatnya di kecamatan batang toru tapanuli selatan rabu desember,2025-12-03,banjir Sumatera Selatan,selamat siang bantu datang warga sumut next update sumbar aceh rawan rumah zakat tuju lokasi kepung banjir sumatera utara tepat camat batang toru tapanuli selatan rabu desember,positif,2,,False,False,False,False,False,False,False,"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025) 2 2 5 434",unchanged,"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025)","Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025)","selamat siang bantuan datang untuk warga sumut, next kita update sumbar dan aceh ya. relawan rumah zakat menuju lokasi yang terkepung banjir di sumatera utara tepatnya di kecamatan batang toru, tapanuli selatan. rabu, 3 desember 2025",selamat siang bantuan datang warga sumut next update sumbar aceh relawan rumah zakat menuju lokasi terkepung banjir sumatera utara tepatnya kecamatan batang toru tapanuli selatan rabu desember
"Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor antaranews. Gubernur Sulsel kirim 40 personel bantu penanganan bencana Sumatera Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor, ... 214",gubernur sulawesi selatan andi sudirman sulaiman mengirim personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor antaranews com gubernur sulsel kirim personel bantu penanganan bencana sumatera gubernur sulawesi selatan andi sudirman sulaiman mengirim personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor,2025-12-03,banjir Sumatera Selatan,gubernur sulawesi selatan andi sudirman sulaiman kirim personel bantu tangan tanggap bencana tiga provinsi dampak banjir longsor antaranews com gubernur sulsel kirim personel bantu tangan bencana sumatera gubernur sulawesi selatan andi sudirman sulaiman kirim personel bantu tangan tanggap bencana tiga provinsi dampak banjir longsor,positif,2,,True,False,False,False,False,False,False,Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor antaranews. Gubernur Sulsel kirim 40 personel bantu penanganan bencana Sumatera Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor.,completed,Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor antaranews. Gubernur Sulsel kirim 40 personel bantu penanganan bencana Sumatera Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor.,Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor antaranews. Gubernur Sulsel kirim 40 personel bantu penanganan bencana Sumatera Gubernur Sulawesi Selatan Andi Sudirman Sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor.,gubernur sulawesi selatan andi sudirman sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor antaranews. gubernur sulsel kirim 40 personel bantu penanganan bencana sumatera gubernur sulawesi selatan andi sudirman sulaiman mengirim 40 personel untuk membantu penanganan tanggap bencana di tiga provinsi terdampak banjir dan longsor.,gubernur sulawesi selatan andi sudirman sulaiman mengirim personel membantu penanganan tanggap bencana tiga provinsi terdampak banjir longsor antaranews gubernur sulsel kirim personel bantu penanganan bencana sumatera gubernur sulawesi selatan andi sudirman sulaiman mengirim personel membantu penanganan tanggap bencana tiga provinsi terdampak banjir longsor
