text,clean_text,created_at,keyword,processed_text,sentimen,label,emoticon,is_truncated,clean_text_step1,processed_text_v2,clean_regex,text_clean
"Sikat habis hutan, yang menderita rakyat bukan bos. Rumah dimana-mana semua mewah dan bebas banjir.",sikat habis hutan yang menderita rakyat bukan bos rumah dimana mana semua mewah dan bebas banjir,2025-12-06,banjir Lampung,sikat habis hutan derita rakyat bukan bos rumah mana semua mewah bebas banjir,negatif,0,,False,"Sikat habis hutan, yang menderita rakyat bukan bos. Rumah dimana-mana semua mewah dan bebas banjir.","Sikat habis hutan, yang menderita rakyat bukan bos. Rumah dimana-mana semua mewah dan bebas banjir.","Sikat habis hutan, yang menderita rakyat bukan bos. Rumah dimana-mana semua mewah dan bebas banjir.","Sikat habis hutan, yang menderita rakyat bukan bos. Rumah dimana-mana semua mewah dan bebas banjir."
"Dari berbagai dampak bencana ini, kita harus kuat, kita harus bersama-sama untuk kembali mempercepat pemulihan dan penanganan bencana ini. Lekas pulih Sumatera. Lekas pulih Indonesia #prayforsumatera #lekaspulih #cepattanggap #banjirsumatera #GoldenGlobes #Iran 1 45",dari berbagai dampak bencana ini kita harus kuat kita harus bersama sama untuk kembali mempercepat pemulihan dan penanganan bencana ini lekas pulih sumatera lekas pulih indonesia prayforsumatera lekaspulih cepattanggap banjirsumatera goldenglobes iran,2026-01-12,#PrayForSumatera,bagai dampak bencana kuat sama sama cepat pulih tangan bencana lekas pulih sumatera lekas pulih indonesia prayforsumatera lekaspulih cepattanggap banjirsumatera goldenglobes iran,positif,2,,False,"Dari berbagai dampak bencana ini, kita harus kuat, kita harus bersama-sama untuk kembali mempercepat pemulihan dan penanganan bencana ini. Lekas pulih Sumatera. Lekas pulih Indonesia prayforsumatera lekaspulih cepattanggap banjirsumatera GoldenGlobes Iran 1 45","Dari berbagai dampak bencana ini, kita harus kuat, kita harus bersama-sama untuk kembali mempercepat pemulihan dan penanganan bencana ini. Lekas pulih Sumatera. Lekas pulih Indonesia prayforsumatera lekaspulih cepattanggap banjirsumatera GoldenGlobes Iran","Dari berbagai dampak bencana ini, kita harus kuat, kita harus bersama-sama untuk kembali mempercepat pemulihan dan penanganan bencana ini. Lekas pulih Sumatera. Lekas pulih Indonesia prayforsumatera lekaspulih cepattanggap banjirsumatera GoldenGlobes Iran","Dari berbagai dampak bencana ini, kita harus kuat, kita harus bersama-sama untuk kembali mempercepat pemulihan dan penanganan bencana ini. Lekas pulih Sumatera. Lekas pulih Indonesia prayforsumatera lekaspulih cepattanggap banjirsumatera GoldenGlobes Iran"
@hoovve dan @PerempuanWaos korsel ga doyan sawit aja kadang banjir apalagi doyan sawit mikir ndut sblm banding bandingin. bagai langit dan bumi kita mah sm japan dan korsel. 1 139,membalas dan korsel ga doyan sawit aja kadang banjir apalagi doyan sawit mikir ndut sblm banding bandingin bagai langit dan bumi kita mah sm japan dan korsel rb,2026-01-13,banjir,balas korsel ga doyan sawit kadang banjir doyan sawit mikir ndut sblm banding bandingin bagai langit bumi mah sm japan korsel ,negatif,0,,False,dan korsel ga doyan sawit aja kadang banjir apalagi doyan sawit mikir ndut sblm banding bandingin. bagai langit dan bumi kita mah sm japan dan korsel. 1 139,dan korsel enggak doyan sawit saja kadang banjir apalagi doyan sawit mikir gendut sebelum banding bandingin. bagai langit dan bumi kita mah sama japan dan korsel.,dan korsel ga doyan sawit aja kadang banjir apalagi doyan sawit mikir ndut sblm banding bandingin. bagai langit dan bumi kita mah sm japan dan korsel.,dan korsel enggak doyan sawit saja kadang banjir apalagi doyan sawit mikir gendut sebelum banding bandingin. bagai langit dan bumi kita mah sama japan dan korsel.
Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang @Gerindra @prabowo #banjir #gelondonan #kayu #aceh #tamiang #benermeriah youtube. Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang#banjir #kayu #acehtamiang 83,banjir lagi bawa gelondongan kayu bener meriah aceh tamiang banjir gelondonan kayu aceh tamiang benermeriah youtube com banjir lagi bawa gelondongan kayu bener meriah aceh tamiang banjir lagi bawa gelondongan kayu bener meriah aceh tamiangbanjir kayu acehtamiang,2026-01-11,banjir Aceh,banjir bawa gelondong kayu bener riah aceh tamiang banjir gelondonan kayu aceh tamiang benermeriah youtube com banjir bawa gelondong kayu bener riah aceh tamiang banjir bawa gelondong kayu bener riah aceh tamiangbanjir kayu acehtamiang,netral,1,,False,Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang banjir gelondonan kayu aceh tamiang benermeriah youtube. Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiangbanjir kayu acehtamiang 83,Banjir Lagi Bawa Gelondongan Kayu benar Meriah Aceh Tamiang banjir gelondonan kayu aceh tamiang benermeriah youtube. Banjir Lagi Bawa Gelondongan Kayu benar Meriah Aceh Tamiang Banjir Lagi Bawa Gelondongan Kayu benar Meriah Aceh Tamiangbanjir kayu acehtamiang,Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang banjir gelondonan kayu aceh tamiang benermeriah youtube. Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiang Banjir Lagi Bawa Gelondongan Kayu Bener Meriah Aceh Tamiangbanjir kayu acehtamiang,Banjir Lagi Bawa Gelondongan Kayu benar Meriah Aceh Tamiang banjir gelondonan kayu aceh tamiang benermeriah youtube. Banjir Lagi Bawa Gelondongan Kayu benar Meriah Aceh Tamiang Banjir Lagi Bawa Gelondongan Kayu benar Meriah Aceh Tamiangbanjir kayu acehtamiang
"Tanpa jembatan, banyak dari korban banjir membangun jalur dari reruntuhan dan kayu dihanyutkan banjir untuk jadi jembatan darurat. Per Senin (8/12) sudah 461 titik jalan rusak atau terputus, dan tidak kurang dari 332 unit jembatan terdampak akibat banjir bandang di Aceh. 22 59",tanpa jembatan banyak dari korban banjir membangun jalur dari reruntuhan dan kayu dihanyutkan banjir untuk jadi jembatan darurat per senin sudah titik jalan rusak atau terputus dan tidak kurang dari unit jembatan terdampak akibat banjir bandang di aceh rb,2025-12-09,banjir Aceh,jembatan banyak korban banjir bangun jalur runtuh kayu hanyut banjir jadi jembatan darurat per senin titik jalan rusak putus kurang unit jembatan dampak akibat banjir bandang aceh ,negatif,0,,False,"Tanpa jembatan, banyak dari korban banjir membangun jalur dari reruntuhan dan kayu dihanyutkan banjir untuk jadi jembatan darurat. Per Senin (8/12) sudah 461 titik jalan rusak atau terputus, dan tidak kurang dari 332 unit jembatan terdampak akibat banjir bandang di Aceh. 22 59","Tanpa jembatan, banyak dari korban banjir membangun jalur dari reruntuhan dan kayu dihanyutkan banjir untuk jadi jembatan darurat. Per Senin (/) sudah titik jalan rusak atau terputus, dan tidak kurang dari unit jembatan terdampak akibat banjir bandang di Aceh.","Tanpa jembatan, banyak dari korban banjir membangun jalur dari reruntuhan dan kayu dihanyutkan banjir untuk jadi jembatan darurat. Per Senin (/) sudah titik jalan rusak atau terputus, dan tidak kurang dari unit jembatan terdampak akibat banjir bandang di Aceh.","Tanpa jembatan, banyak dari korban banjir membangun jalur dari reruntuhan dan kayu dihanyutkan banjir untuk jadi jembatan darurat. Per Senin (/) sudah titik jalan rusak atau terputus, dan tidak kurang dari unit jembatan terdampak akibat banjir bandang di Aceh."
@AgungLa03498428 Evakuasi cepat untuk korban longsor dan Banjir d desa asam kumbang..... TNI sebagai garda terdepan dalam penanganan bencana alam d Sumatra 1 71,membalas evakuasi cepat untuk korban longsor dan banjir d desa asam kumbang tni sebagai garda terdepan dalam penanganan bencana alam d sumatra,2025-12-04,evakuasi banjir,balas evakuasi cepat korban longsor banjir d desa asam kumbang tni garda depan tangan bencana alam d sumatra,negatif,0,,False,Evakuasi cepat untuk korban longsor dan Banjir d desa asam kumbang..... TNI sebagai garda terdepan dalam penanganan bencana alam d Sumatra 1 71,Evakuasi cepat untuk korban longsor dan Banjir di desa asam kumbang..... TNI sebagai garda terdepan dalam penanganan bencana alam di Sumatra,Evakuasi cepat untuk korban longsor dan Banjir d desa asam kumbang..... TNI sebagai garda terdepan dalam penanganan bencana alam d Sumatra,Evakuasi cepat untuk korban longsor dan Banjir di desa asam kumbang..... TNI sebagai garda terdepan dalam penanganan bencana alam di Sumatra
Aksi Projo Peduli Bencana arahan Budi Arie Setiadi dorong solidaritas nasional bagi Sumatra melalui bantuan logistik dan dukungan infrastruktur Prabowo demi pemulihan warga karena kami Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera 20,aksi projo peduli bencana arahan budi arie setiadi dorong solidaritas nasional bagi sumatra melalui bantuan logistik dan dukungan infrastruktur prabowo demi pemulihan warga karena kami setia digaris rakyat projo serukan persatuan nasional untuk ringankan derita korban banjir sumatera dari news fin co id,2025-12-18,Banjir Sumatra 2025,aksi projo peduli bencana arah budi arie setiadi dorong solidaritas nasional sumatra lalu bantu logistik dukung infrastruktur prabowo pulih warga setia gar rakyat projo seru satu nasional ringan derita korban banjir sumatera news fin co id,negatif,0,,False,Aksi Projo Peduli Bencana arahan Budi Arie Setiadi dorong solidaritas nasional bagi Sumatra melalui bantuan logistik dan dukungan infrastruktur Prabowo demi pemulihan warga karena kami Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera 20,Aksi Projo Peduli Bencana arahan Budi Arie Setiadi dorong solidaritas nasional bagi Sumatra melalui bantuan logistik dan dukungan infrastruktur Prabowo demi pemulihan warga karena kami Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera,Aksi Projo Peduli Bencana arahan Budi Arie Setiadi dorong solidaritas nasional bagi Sumatra melalui bantuan logistik dan dukungan infrastruktur Prabowo demi pemulihan warga karena kami Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera,Aksi Projo Peduli Bencana arahan Budi Arie Setiadi dorong solidaritas nasional bagi Sumatra melalui bantuan logistik dan dukungan infrastruktur Prabowo demi pemulihan warga karena kami Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera
"Sahabat Bahari, sebanyak 1.142 Taruna KKP menjalani persiapan fisik dan mental sebelum ditugaskan ke lokasi terdampak bencana di Sumatra. Latihan rutin ini dilakukan untuk menjaga stamina, kedisiplinan, dan kesiapan menghadapi situasi darurat. 1 3 11 257",sahabat bahari sebanyak taruna kkp menjalani persiapan fisik dan mental sebelum ditugaskan ke lokasi terdampak bencana di sumatra latihan rutin ini dilakukan untuk menjaga stamina kedisiplinan dan kesiapan menghadapi situasi darurat,2026-01-13,Sumatra,sahabat bahari banyak taruna kkp jalan siap fisik mental tugas lokasi dampak bencana sumatra latih rutin laku jaga stamina disiplin kesiap hadap situasi darurat,netral,1,,False,"Sahabat Bahari, sebanyak 1.142 Taruna KKP menjalani persiapan fisik dan mental sebelum ditugaskan ke lokasi terdampak bencana di Sumatra. Latihan rutin ini dilakukan untuk menjaga stamina, kedisiplinan, dan kesiapan menghadapi situasi darurat. 1 3 11 257","Sahabat Bahari, sebanyak .Taruna KKP menjalani persiapan fisik dan mental sebelum ditugaskan ke lokasi terdampak bencana di Sumatra. Latihan rutin ini dilakukan untuk menjaga stamina, kedisiplinan, dan kesiapan menghadapi situasi darurat.","Sahabat Bahari, sebanyak .Taruna KKP menjalani persiapan fisik dan mental sebelum ditugaskan ke lokasi terdampak bencana di Sumatra. Latihan rutin ini dilakukan untuk menjaga stamina, kedisiplinan, dan kesiapan menghadapi situasi darurat.","Sahabat Bahari, sebanyak .Taruna KKP menjalani persiapan fisik dan mental sebelum ditugaskan ke lokasi terdampak bencana di Sumatra. Latihan rutin ini dilakukan untuk menjaga stamina, kedisiplinan, dan kesiapan menghadapi situasi darurat."
Pemerintah dan TNI Polri terus bekerja melakukan serangkaian identifikasi dilapangan pasca bencana banjir #PemerintahHadir #AcehSumatraBangkit #PemerintahBarengWarga #BersamaPulihkanSumutAceh #PemerintahSigapAcehSumatra 1 19,pemerintah dan tni polri terus bekerja melakukan serangkaian identifikasi dilapangan pasca bencana banjir pemerintahhadir acehsumatrabangkit pemerintahbarengwarga bersamapulihkansumutaceh pemerintahsigapacehsumatra,2026-01-11,banjir terus,perintah tni polri terus kerja laku rangkai identifikasi lapang pasca bencana banjir pemerintahhadir acehsumatrabangkit pemerintahbarengwarga bersamapulihkansumutaceh pemerintahsigapacehsumatra,positif,2,,False,Pemerintah dan TNI Polri terus bekerja melakukan serangkaian identifikasi dilapangan pasca bencana banjir PemerintahHadir AcehSumatraBangkit PemerintahBarengWarga BersamaPulihkanSumutAceh PemerintahSigapAcehSumatra 1 19,Pemerintah dan TNI Polri terus bekerja melakukan serangkaian identifikasi dilapangan pasca bencana banjir PemerintahHadir AcehSumatraBangkit PemerintahBarengWarga BersamaPulihkanSumutAceh PemerintahSigapAcehSumatra,Pemerintah dan TNI Polri terus bekerja melakukan serangkaian identifikasi dilapangan pasca bencana banjir PemerintahHadir AcehSumatraBangkit PemerintahBarengWarga BersamaPulihkanSumutAceh PemerintahSigapAcehSumatra,Pemerintah dan TNI Polri terus bekerja melakukan serangkaian identifikasi dilapangan pasca bencana banjir PemerintahHadir AcehSumatraBangkit PemerintahBarengWarga BersamaPulihkanSumutAceh PemerintahSigapAcehSumatra
"@P3gEl dan @CakD3pp Para Pegawai Pengadilan Negeri RI di Kuala Simpang, Aceh Tamiang mengatakan 3 hari lebih Pemerintah/Negara belum HADIR. Berarti Teddy NIPU. #nationaldisaster #DisasterRelief 15",membalas dan para pegawai pengadilan negeri ri di kuala simpang aceh tamiang mengatakan hari lebih pemerintah negara belum hadir berarti teddy nipu nationaldisaster disasterrelief,2026-01-11,Aceh,balas pegawai adil negeri ri kuala simpang aceh tamiang kata hari lebih perintah negara hadir arti teddy nipu nationaldisaster disasterrelief,negatif,0,,False,"dan Para Pegawai Pengadilan Negeri RI di Kuala Simpang, Aceh Tamiang mengatakan 3 hari lebih Pemerintah/Negara belum HADIR. Berarti Teddy NIPU. nationaldisaster DisasterRelief 15","dan Para Pegawai Pengadilan Negeri RI di Kuala Simpang, Aceh Tamiang mengatakan hari lebih Pemerintah/Negara belum HADIR. Berarti Teddy NIPU. nationaldisaster DisasterRelief","dan Para Pegawai Pengadilan Negeri RI di Kuala Simpang, Aceh Tamiang mengatakan hari lebih Pemerintah/Negara belum HADIR. Berarti Teddy NIPU. nationaldisaster DisasterRelief","dan Para Pegawai Pengadilan Negeri RI di Kuala Simpang, Aceh Tamiang mengatakan hari lebih Pemerintah/Negara belum HADIR. Berarti Teddy NIPU. nationaldisaster DisasterRelief"
"Banjir bandang dan longsor menerjang Aceh, Sumut, & Sumbar. Sudah ribuan rumah rusak, jutaan jiwa terdampak. Mengapa status Darurat Bencana Nasional BELUM ditetapkan? 1 2 3 255",banjir bandang dan longsor menerjang aceh sumut sumbar sudah ribuan rumah rusak jutaan jiwa terdampak mengapa status darurat bencana nasional belum ditetapkan,2025-12-09,Sumbar,banjir bandang longsor terjang aceh sumut sumbar ribu rumah rusak juta jiwa dampak status darurat bencana nasional tetap,negatif,0,,False,"Banjir bandang dan longsor menerjang Aceh, Sumut, & Sumbar. Sudah ribuan rumah rusak, jutaan jiwa terdampak. Mengapa status Darurat Bencana Nasional BELUM ditetapkan? 1 2 3 255","Banjir bandang dan longsor menerjang Aceh, Sumut, & Sumbar. Sudah ribuan rumah rusak, jutaan jiwa terdampak. Mengapa status Darurat Bencana Nasional BELUM ditetapkan?","Banjir bandang dan longsor menerjang Aceh, Sumut, & Sumbar. Sudah ribuan rumah rusak, jutaan jiwa terdampak. Mengapa status Darurat Bencana Nasional BELUM ditetapkan?","Banjir bandang dan longsor menerjang Aceh, Sumut, & Sumbar. Sudah ribuan rumah rusak, jutaan jiwa terdampak. Mengapa status Darurat Bencana Nasional BELUM ditetapkan?"
"@BoruEriatohang tidak lelah utk berjuang, aceh sumatra pasti bangkit semoga cepat pulih ya 21",membalas tidak lelah utk berjuang aceh sumatra pasti bangkit semoga cepat pulih ya,2026-01-11,Aceh,balas lelah utk juang aceh sumatra bangkit moga cepat pulih,positif,2,,False,"tidak lelah utk berjuang, aceh sumatra pasti bangkit semoga cepat pulih ya 21","tidak lelah untuk berjuang, aceh sumatra pasti bangkit semoga cepat pulih ya","tidak lelah utk berjuang, aceh sumatra pasti bangkit semoga cepat pulih ya","tidak lelah untuk berjuang, aceh sumatra pasti bangkit semoga cepat pulih ya"
"Dalam duka yang menyelimuti saudara-saudara kita di Aceh, Sumatera Barat, dan Sumatera Utara, semoga kekuatan dan ketabahan selalu menyertai. Doa terbaik kami haturkan untuk setiap keluarga yang terdampak. 2 1 1 86",dalam duka yang menyelimuti saudara saudara kita di aceh sumatera barat dan sumatera utara semoga kekuatan dan ketabahan selalu menyertai doa terbaik kami haturkan untuk setiap keluarga yang terdampak,2025-12-03,Sumatera Barat,duka limut saudara saudara aceh sumatera barat sumatera utara moga kuat tabah selalu serta doa baik hatur keluarga dampak,negatif,0,,False,"Dalam duka yang menyelimuti saudara-saudara kita di Aceh, Sumatera Barat, dan Sumatera Utara, semoga kekuatan dan ketabahan selalu menyertai. Doa terbaik kami haturkan untuk setiap keluarga yang terdampak. 2 1 1 86","Dalam duka yang menyelimuti saudara-saudara kita di Aceh, Sumatera Barat, dan Sumatera Utara, semoga kekuatan dan ketabahan selalu menyertai. Doa terbaik kami haturkan untuk setiap keluarga yang terdampak.","Dalam duka yang menyelimuti saudara-saudara kita di Aceh, Sumatera Barat, dan Sumatera Utara, semoga kekuatan dan ketabahan selalu menyertai. Doa terbaik kami haturkan untuk setiap keluarga yang terdampak.","Dalam duka yang menyelimuti saudara-saudara kita di Aceh, Sumatera Barat, dan Sumatera Utara, semoga kekuatan dan ketabahan selalu menyertai. Doa terbaik kami haturkan untuk setiap keluarga yang terdampak."
Banjir Bandang Sumatra dan Jejak Kejahatan Lingkungan di Hulu,banjir bandang sumatra dan jejak kejahatan lingkungan di hulu,2025-11-29,banjir Lampung,banjir bandang sumatra jejak jahat lingkung hulu,negatif,0,,False,Banjir Bandang Sumatra dan Jejak Kejahatan Lingkungan di Hulu,Banjir Bandang Sumatra dan Jejak Kejahatan Lingkungan di Hulu,Banjir Bandang Sumatra dan Jejak Kejahatan Lingkungan di Hulu,Banjir Bandang Sumatra dan Jejak Kejahatan Lingkungan di Hulu
"Ada yang meragukan pernyataan BGN terkait 2,2 juta porsi MBG diberikan untuk membantu korban bencana Sumatera. Kerja Nyata BGN memastikan memiliki data terkait bantuan untuk para korban dan masyarakat terdampak banjir Sumatera. #LanjutkanMBG SPT Tahunan DPRD #thomaskong DTSEN",ada yang meragukan pernyataan bgn terkait juta porsi mbg diberikan untuk membantu korban bencana sumatera kerja nyata bgn memastikan memiliki data terkait bantuan untuk para korban dan masyarakat terdampak banjir sumatera lanjutkanmbg spt tahunan dprd thomaskong dtsen rb,2025-12-30,bantuan banjir,ragu nyata bgn kait juta porsi mbg beri bantu korban bencana sumatera kerja nyata bgn pasti milik data kait bantu korban masyarakat dampak banjir sumatera lanjutkanmbg spt tahun dprd thomaskong dtsen ,negatif,0,,False,"Ada yang meragukan pernyataan BGN terkait 2,2 juta porsi MBG diberikan untuk membantu korban bencana Sumatera. Kerja Nyata BGN memastikan memiliki data terkait bantuan untuk para korban dan masyarakat terdampak banjir Sumatera. LanjutkanMBG SPT Tahunan DPRD thomaskong DTSEN","Ada yang meragukan pernyataan BGN terkait ,juta porsi mbak diberikan untuk membantu korban bencana Sumatera. Kerja Nyata BGN memastikan memiliki data terkait bantuan untuk para korban dan masyarakat terdampak banjir Sumatera. LanjutkanMBG seperti Tahunan DPRD thomaskong DTSEN","Ada yang meragukan pernyataan BGN terkait ,juta porsi MBG diberikan untuk membantu korban bencana Sumatera. Kerja Nyata BGN memastikan memiliki data terkait bantuan untuk para korban dan masyarakat terdampak banjir Sumatera. LanjutkanMBG SPT Tahunan DPRD thomaskong DTSEN","Ada yang meragukan pernyataan BGN terkait ,juta porsi mbak diberikan untuk membantu korban bencana Sumatera. Kerja Nyata BGN memastikan memiliki data terkait bantuan untuk para korban dan masyarakat terdampak banjir Sumatera. LanjutkanMBG seperti Tahunan DPRD thomaskong DTSEN"
"@Mongvns @beyipuffs dan @tanyarlfes Tujuan gue ngomong bukan bela mereka karna gapernah berasa dampak pemerintah disini, cuma kalian terlalu fokus salahin mereka, kalp mau nuntut tuh minta bantuan buat kita di sumatra yg jelas dari dulu rawan gempa longsor banjir bandang, tsunami bukan salah salahan 2 109",membalas dan tujuan gue ngomong bukan bela mereka karna gapernah berasa dampak pemerintah disini cuma kalian terlalu fokus salahin mereka kalp mau nuntut tuh minta bantuan buat kita di sumatra yg jelas dari dulu rawan gempa longsor banjir bandang tsunami bukan salah salahan,2025-12-05,Dampak Banjir Sumatra,balas tuju gue ngomong bukan bela karna gapernah asa dampak perintah sini cuma kalian terlalu fokus salahin kalp mau nuntut tuh minta bantu buat sumatra jelas dulu rawan gempa longsor banjir bandang tsunami bukan salah salah,negatif,0,,False,"dan Tujuan gue ngomong bukan bela mereka karna gapernah berasa dampak pemerintah disini, cuma kalian terlalu fokus salahin mereka, kalp mau nuntut tuh minta bantuan buat kita di sumatra yg jelas dari dulu rawan gempa longsor banjir bandang, tsunami bukan salah salahan 2 109","dan Tujuan gue mengomong bukan bela mereka karena enggak pernah berasa dampak pemerintah disini, cuma kalian terlalu fokus salahkan mereka, kalp mau menuntut tuh meminta bantuan buat kita di sumatra yang jelas dari dulu rawan gempa longsor banjir bandang, tsunami bukan salah salahan","dan Tujuan gue ngomong bukan bela mereka karna gapernah berasa dampak pemerintah disini, cuma kalian terlalu fokus salahin mereka, kalp mau nuntut tuh minta bantuan buat kita di sumatra yg jelas dari dulu rawan gempa longsor banjir bandang, tsunami bukan salah salahan","dan Tujuan gue mengomong bukan bela mereka karena enggak pernah berasa dampak pemerintah disini, cuma kalian terlalu fokus salahkan mereka, kalp mau menuntut tuh meminta bantuan buat kita di sumatra yang jelas dari dulu rawan gempa longsor banjir bandang, tsunami bukan salah salahan"
"Sumatera Utara menargetkan penanaman satu juta pohon sebagai langkah nyata untuk memulihkan lingkungan pascabencana banjir dan tanah longsor yang melanda sejumlah daerah. Mari sama-sama kita cintai alam, rawat hutan, dan hijaukan kembali alam Sumut. #KolaborasiSumutBerkah 3 183",sumatera utara menargetkan penanaman satu juta pohon sebagai langkah nyata untuk memulihkan lingkungan pascabencana banjir dan tanah longsor yang melanda sejumlah daerah mari sama sama kita cintai alam rawat hutan dan hijaukan kembali alam sumut kolaborasisumutberkah tampilkan lebih banyak,2026-01-13,banjir Sumatera Utara,sumatera utara target tanam satu juta pohon langkah nyata pulih lingkung pascabencana banjir tanah longsor landa jumlah daerah sama sama cinta alam rawat hutan hijau alam sumut kolaborasisumutberkah tampil lebih banyak,positif,2,,False,"Sumatera Utara menargetkan penanaman satu juta pohon sebagai langkah nyata untuk memulihkan lingkungan pascabencana banjir dan tanah longsor yang melanda sejumlah daerah. Mari sama-sama kita cintai alam, rawat hutan, dan hijaukan kembali alam Sumut. KolaborasiSumutBerkah 3 183","Sumatera Utara menargetkan penanaman satu juta pohon sebagai langkah nyata untuk memulihkan lingkungan pascabencana banjir dan tanah longsor yang melanda sejumlah daerah. Mari sama-sama kita cintai alam, rawat hutan, dan hijaukan kembali alam Sumut. KolaborasiSumutBerkah","Sumatera Utara menargetkan penanaman satu juta pohon sebagai langkah nyata untuk memulihkan lingkungan pascabencana banjir dan tanah longsor yang melanda sejumlah daerah. Mari sama-sama kita cintai alam, rawat hutan, dan hijaukan kembali alam Sumut. KolaborasiSumutBerkah","Sumatera Utara menargetkan penanaman satu juta pohon sebagai langkah nyata untuk memulihkan lingkungan pascabencana banjir dan tanah longsor yang melanda sejumlah daerah. Mari sama-sama kita cintai alam, rawat hutan, dan hijaukan kembali alam Sumut. KolaborasiSumutBerkah"
"@awikuchuz #PrayForSumatra Do’a terbaik untuk saudara-saudara kita di Sumatera Banjir kembali melanda beberapa wilayah di Sumatera Sejumlah daerah di Sumatera Utara dan Sumatera Barat terdampak, rumah terendam, warga mengungsi, dan akses jalan banyak yang terputus. 1 1 77",membalas prayforsumatra do a terbaik untuk saudara saudara kita di sumatera banjir kembali melanda beberapa wilayah di sumatera sejumlah daerah di sumatera utara dan sumatera barat terdampak rumah terendam warga mengungsi dan akses jalan banyak yang terputus,2025-11-28,rumah terendam,balas prayforsumatra do a baik saudara saudara sumatera banjir landa beberapa wilayah sumatera jumlah daerah sumatera utara sumatera barat dampak rumah rendam warga ungsi akses jalan banyak putus,negatif,0,,False,"PrayForSumatra Do’a terbaik untuk saudara-saudara kita di Sumatera Banjir kembali melanda beberapa wilayah di Sumatera Sejumlah daerah di Sumatera Utara dan Sumatera Barat terdampak, rumah terendam, warga mengungsi, dan akses jalan banyak yang terputus. 1 1 77","PrayForSumatra Do’a terbaik untuk saudara-saudara kita di Sumatera Banjir kembali melanda beberapa wilayah di Sumatera Sejumlah daerah di Sumatera Utara dan Sumatera Barat terdampak, rumah terendam, warga mengungsi, dan akses jalan banyak yang terputus.","PrayForSumatra Do’a terbaik untuk saudara-saudara kita di Sumatera Banjir kembali melanda beberapa wilayah di Sumatera Sejumlah daerah di Sumatera Utara dan Sumatera Barat terdampak, rumah terendam, warga mengungsi, dan akses jalan banyak yang terputus.","PrayForSumatra Do’a terbaik untuk saudara-saudara kita di Sumatera Banjir kembali melanda beberapa wilayah di Sumatera Sejumlah daerah di Sumatera Utara dan Sumatera Barat terdampak, rumah terendam, warga mengungsi, dan akses jalan banyak yang terputus."
"Smoga semua saudara saudara terdampak banjir selalu diberikan ketabahan hati, and thanks yoo bapak Tim Trauma Healing Polda Riau #polri #PolriPeduli #PeduliBencana #PrayForSumatera 17",smoga semua saudara saudara terdampak banjir selalu diberikan ketabahan hati and thanks yoo bapak tim trauma healing polda riau polri polripeduli pedulibencana prayforsumatera,2025-12-02,banjir Riau,smoga semua saudara saudara dampak banjir selalu beri tabah hati and thanks yoo bapak tim trauma healing polda riau polri polripeduli pedulibencana prayforsumatera,positif,2,,False,"Smoga semua saudara saudara terdampak banjir selalu diberikan ketabahan hati, and thanks yoo bapak Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera 17","semoga semua saudara saudara terdampak banjir selalu diberikan ketabahan hati, and thanks ya bapak Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera","Smoga semua saudara saudara terdampak banjir selalu diberikan ketabahan hati, and thanks yoo bapak Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera","semoga semua saudara saudara terdampak banjir selalu diberikan ketabahan hati, and thanks ya bapak Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera"
