id,text,text_with_emoticon,sentimen,label,created_at,keyword
7759,"Ketua DPRD Provinsi Sumatera Barat, Drs. H. Muhidi, M.M., menghadiri Rapat Koordinasi Percepatan Rehabilitasi dan Rekonstruksi Pascabencana Hidrometeorologi di Provinsi Sumatera Barat sebagai wujud komitmen bersama dalam mempercepat pemulihan daerah terdampak","Ketua DPRD Provinsi Sumatera Barat, Drs. H. Muhidi, M.M., menghadiri Rapat Koordinasi Percepatan Rehabilitasi dan Rekonstruksi Pascabencana Hidrometeorologi di Provinsi Sumatera Barat sebagai wujud komitmen bersama dalam mempercepat pemulihan daerah terdampak",netral,1,2026-01-13,Sumatera Barat
2484,"Akun penggemar REGILIOS X DOMPET DHUAFA - PRAY FOR SUMATERA  Ribuan Warga Meninggal, Ratusan Ribu Warga Butuh Bantuanmu!  Longsor dan banjir bandang menimpah sejumlah wilayah di wilayah pulau sumatera. Banjir di Sumatera Utara, Padang, serta Aceh mengakibatkan jaringan transportasi dan Tampilkan lebih banyak 2 74 208 16 rb","Akun penggemar REGILIOS X DOMPET DHUAFA - PRAY FOR SUMATERA Ribuan Warga Meninggal, Ratusan Ribu Warga Butuh Bantuanmu! Longsor dan banjir bandang menimpah sejumlah wilayah di wilayah pulau sumatera. Banjir di Sumatera Utara, Padang, serta Aceh mengakibatkan jaringan transportasi dan Tampilkan lebih banyak 2 74 208 16 rb",negatif,0,2025-12-24,banjir Padang
5771,"Membalas  @EN538474N6   @prabowo  dan  @setkabgoid @EN538474N6  Mohon maaf atas ketidaknyamanannya, dalam upaya menjaga keselamatan masyarakat dan pengamanan jaringan listrik, PLN masih melakukan pemadaman listrik di beberapa titik wilayah Sumatera dan Aceh akibat bencana banjir bandang.   PLN akan segera mengaktifkan kembali Tampilkan lebih banyak 1 176","Membalas @EN538474N6 @prabowo dan @setkabgoid @EN538474N6 Mohon maaf atas ketidaknyamanannya, dalam upaya menjaga keselamatan masyarakat dan pengamanan jaringan listrik, PLN masih melakukan pemadaman listrik di beberapa titik wilayah Sumatera dan Aceh akibat bencana banjir bandang. PLN akan segera mengaktifkan kembali Tampilkan lebih banyak 1 176",netral,1,2025-12-09,banjir Aceh
5810,"Soloh –  Gubernur Sulsel Kirim Aceh, provinsi yang terletak di ujung barat Indonesia, baru-baru ini mengalami serangkaian bencana alam yang mengakibatkan kerusakan parah dan menimbulkan banyak korban jiwa. Bencana yang melanda meliputi banjir bandang, tanah 20","Soloh – Gubernur Sulsel Kirim Aceh, provinsi yang terletak di ujung barat Indonesia, baru-baru ini mengalami serangkaian bencana alam yang mengakibatkan kerusakan parah dan menimbulkan banyak korban jiwa. Bencana yang melanda meliputi banjir bandang, tanah 20",negatif,0,2025-12-09,banjir Aceh
7212,"Membalas  @InfoPublikIP Presiden Prabowo saat meninjau pembangunan Jembatan Bailey Teupin Mane, ruas vital penghubung Bireuen-Takengon di Kabupaten Bireuen, Provinsi Aceh menegaskan bahwa pemerintah mengerahkan seluruh kemampuan untuk memastikan akses logistik dan pergerakan masyarakat segera pulih. 1 54","Membalas @InfoPublikIP Presiden Prabowo saat meninjau pembangunan Jembatan Bailey Teupin Mane, ruas vital penghubung Bireuen-Takengon di Kabupaten Bireuen, Provinsi Aceh menegaskan bahwa pemerintah mengerahkan seluruh kemampuan untuk memastikan akses logistik dan pergerakan masyarakat segera pulih. 1 54",positif,2,2025-12-09,pemerintah
363,Membalas  @Ghurem2 Sepertinya cuma jago berpidato terbukti kerja menangani bencana di Sumatera lemotnya kek hilang sinyal Lihat aceh sudah mau dia bulan masih belum bersih juga dari sisa sisa material bencana banjir  bandang 29,Membalas @Ghurem2 Sepertinya cuma jago berpidato terbukti kerja menangani bencana di Sumatera lemotnya kek hilang sinyal Lihat aceh sudah mau dia bulan masih belum bersih juga dari sisa sisa material bencana banjir bandang 29,negatif,0,2026-01-10,banjir Aceh
4399,"Jujur, kena banjir itu ga enak banget. Barang abis, ga bisa tidur karena air dimana2, ga tenang takut air makin naik, kalo ada lantai 2 ya syukur bisa ngungsi ke atas dulu lah kl ga ada? Aduh nyiksa banget, belum lagi pas udahan banjirnya harus bersihin lumpur dll 13 127 292 14 rb","Jujur, kena banjir itu ga enak banget. Barang abis, ga bisa tidur karena air dimana2, ga tenang takut air makin naik, kalo ada lantai 2 ya syukur bisa ngungsi ke atas dulu lah kl ga ada? Aduh nyiksa banget, belum lagi pas udahan banjirnya harus bersihin lumpur dll 13 127 292 14 rb",negatif,0,2025-11-27,ngungsi banjir
7358,"Membalas  @janicepages Kayak mereka ada yang lagi di rumah tiba-tiba banjir dengan cepat jadi harus ngungsi, ada juga yang lagi di jalan dan akhirnya kejebak sampe gak makan seharian.  Dengan kondisi nggak makan itu, harus bertaruh nyawa dengan jalan kaki lewat medan yang masih banjir. 1 57","Membalas @janicepages Kayak mereka ada yang lagi di rumah tiba-tiba banjir dengan cepat jadi harus ngungsi, ada juga yang lagi di jalan dan akhirnya kejebak sampe gak makan seharian. Dengan kondisi nggak makan itu, harus bertaruh nyawa dengan jalan kaki lewat medan yang masih banjir. 1 57",negatif,0,2025-12-03,ngungsi banjir
189," Akhirnya  Warga Terdampak Banjir di Aceh Tamiang Mulai Menempati Huntara !   Setelah lebih dari sebulan tinggal di tenda, sekarang warga mulai nempatin huntara dari Danantara.  Rika Jahara salah satunya yang merasa senang dan bersyukur banget bisa tinggal di huntara. Tampilkan lebih banyak 6 12 52 9 rb","Akhirnya Warga Terdampak Banjir di Aceh Tamiang Mulai Menempati Huntara ! Setelah lebih dari sebulan tinggal di tenda, sekarang warga mulai nempatin huntara dari Danantara. Rika Jahara salah satunya yang merasa senang dan bersyukur banget bisa tinggal di huntara. Tampilkan lebih banyak 6 12 52 9 rb",positif,2,2026-01-11,banjir Aceh
974,Membalas  @Dyananjani89  dan  @Flyingfighter27 Taun berapa emang aceh sumut pernah kejadian bencana banjir bandang longsor berapa kali 155,Membalas @Dyananjani89 dan @Flyingfighter27 Taun berapa emang aceh sumut pernah kejadian bencana banjir bandang longsor berapa kali 155,netral,1,2026-01-08,Aceh
2997,"Membalas  @steffaniBPM ada kolega yang bapake yo wes ngono iku tapi dia acab. ada juga yang keluarganya oligarchhh dan ga pernah peduli soal peringatan darurat, banjir di sumatra, dst dst. ada yang bukan sapa2 tapi ga peduli juga. ada yang bukan sapa2 tapi vokal soal isu sosial. 1 129","Membalas @steffaniBPM ada kolega yang bapake yo wes ngono iku tapi dia acab. ada juga yang keluarganya oligarchhh dan ga pernah peduli soal peringatan darurat, banjir di sumatra, dst dst. ada yang bukan sapa2 tapi ga peduli juga. ada yang bukan sapa2 tapi vokal soal isu sosial. 1 129",netral,1,2025-12-26,banjir
7335,LAPORAN HARIAN ABI RESPONSIF - TANGGAP BENCANA SUMATERA  7-8 Desember 2025  Donasi Sekarang: BCA 3753300313 (a.n. Yayasan Ahlulbait Indonesia Responsif)  CP: Ali Murtadha 081991999914  #ABIResponsif #Indonesia #Aceh #Sumut #Sumbar #Banjir #Ahlulbait #AhlulbaitIndonesia #ABI 78,LAPORAN HARIAN ABI RESPONSIF - TANGGAP BENCANA SUMATERA 7-8 Desember 2025 Donasi Sekarang: BCA 3753300313 (a.n. Yayasan Ahlulbait Indonesia Responsif) CP: Ali Murtadha 081991999914 #ABIResponsif #Indonesia #Aceh #Sumut #Sumbar #Banjir #Ahlulbait #AhlulbaitIndonesia #ABI 78,netral,1,2025-12-08,banjir sumbar
5583,Membalas  @P3gEl Lemparkan ke mata orang yang ngomong kalau bencana banjir bandang di Aceh itu cuma biasa saja... 2 12 308,Membalas @P3gEl Lemparkan ke mata orang yang ngomong kalau bencana banjir bandang di Aceh itu cuma biasa saja... 2 12 308,negatif,0,2025-12-09,banjir Aceh
1134,"Membalas  @kemenkumjogja Wilayah terdampak meliputi Provinsi Aceh, Sumatera Utara, dan Sumatera Barat sepanjang tahun 2025. #KementerianHukum #KanwilKemenkumDIY #LayananHukumMakinMudah #Setahunberdampak Kanwil Kemenkum DIY 1 6","Membalas @kemenkumjogja Wilayah terdampak meliputi Provinsi Aceh, Sumatera Utara, dan Sumatera Barat sepanjang tahun 2025. #KementerianHukum #KanwilKemenkumDIY #LayananHukumMakinMudah #Setahunberdampak Kanwil Kemenkum DIY 1 6",netral,1,2026-01-09,Sumatera Utara
1669,Banjir Rendam Jalan Perumahan Elite Sunter Banjir Rendam Jalan Perumahan Elite Sunter Dari detik.com 205,Banjir Rendam Jalan Perumahan Elite Sunter Banjir Rendam Jalan Perumahan Elite Sunter Dari detik.com 205,netral,1,2026-01-12,banjir masuk rumah
8625,"Video ini dari aksi penjarahan di Alfamart di Sibolga dan Tapanuli Tengah, Sumatera Utara, pada 29 November 2025, akibat kepanikan pasca banjir dan longsor yang menyebabkan kekurangan sembako.","Video ini dari aksi penjarahan di Alfamart di Sibolga dan Tapanuli Tengah, Sumatera Utara, pada 29 November 2025, akibat kepanikan pasca banjir dan longsor yang menyebabkan kekurangan sembako.",negatif,0,2025-11-29,banjir Tapanuli
259,𝐊𝐨𝐫𝐛𝐚𝐧 𝐁𝐚𝐧𝐣𝐢𝐫 𝐀𝐜𝐞𝐡 ‘𝐉𝐚𝐝𝐢 𝐓𝐞𝐧𝐭𝐚𝐫𝐚’ 𝐁𝐞𝐫𝐤𝐚𝐭 𝐃𝐨𝐧𝐚𝐬𝐢 𝐁𝐚𝐣𝐮 𝐃𝐚𝐫𝐢 𝐑𝐞𝐥𝐚𝐰𝐚𝐧  Sebuah momen mengharukan dari wilayah terdampak banjir di Aceh menjadi perhatian warganet. 2 pria korban banjir tampak tersenyum bahagia setelah menerima Tampilkan lebih banyak 94,𝐊𝐨𝐫𝐛𝐚𝐧 𝐁𝐚𝐧𝐣𝐢𝐫 𝐀𝐜𝐞𝐡 ‘𝐉𝐚𝐝𝐢 𝐓𝐞𝐧𝐭𝐚𝐫𝐚’ 𝐁𝐞𝐫𝐤𝐚𝐭 𝐃𝐨𝐧𝐚𝐬𝐢 𝐁𝐚𝐣𝐮 𝐃𝐚𝐫𝐢 𝐑𝐞𝐥𝐚𝐰𝐚𝐧 Sebuah momen mengharukan dari wilayah terdampak banjir di Aceh menjadi perhatian warganet. 2 pria korban banjir tampak tersenyum bahagia setelah menerima Tampilkan lebih banyak 94,positif,2,2026-01-10,banjir Aceh
7178,"Penanganan Bencana Sumatra di Bidang Pendidikan  Halo, #SahabatBahasa dan #SobatBelajar!  Bencana banjir dan longsor yang melanda Sumatra berdampak signifikan terhadap layanan pendidikan. 1 28","Penanganan Bencana Sumatra di Bidang Pendidikan Halo, #SahabatBahasa dan #SobatBelajar! Bencana banjir dan longsor yang melanda Sumatra berdampak signifikan terhadap layanan pendidikan. 1 28",negatif,0,2025-12-09,penanganan banjir
8023,evakuasi korban banjir bikin nangis pagi² ,evakuasi korban banjir bikin nangis pagi² sedih,negatif,0,2025-12-18,evakuasi banjir
5120,"Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak jatim.idntimes.com Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen Z Indonesia. 30","Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak jatim.idntimes.com Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen Z Indonesia. 30",negatif,0,2025-12-06,Dampak Banjir Sumatra
4455,"Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang  Sebanyak 431 jiwa warga terpaksa mengungsi ke meunasah setempat.  Marhalim (33), salah seorang warga, menjelaskan kondisi rumah-rumah di desanya. aceh.tribunnews.com Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang - Seramb... Banjir bandang ini mengakibatkan 18 rumah hilang, puluhan rumah lainnya rusak berat, dan tujuh pintu keude di desa setempat ikut rusak. 51","Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang Sebanyak 431 jiwa warga terpaksa mengungsi ke meunasah setempat. Marhalim (33), salah seorang warga, menjelaskan kondisi rumah-rumah di desanya. aceh.tribunnews.com Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang - Seramb... Banjir bandang ini mengakibatkan 18 rumah hilang, puluhan rumah lainnya rusak berat, dan tujuh pintu keude di desa setempat ikut rusak. 51",negatif,0,2025-12-21,rumah terendam
6842,"Membalas  @tanyarlfes sumatera utara hujan lagi  apa ga nangis, banjir belum surut lagi, biasanya daerah kami gapernah banjir, dan ga seringkih ini, ini baru turun berapa jam langsung naik air 3 203","Membalas @tanyarlfes sumatera utara hujan lagi apa ga nangis, banjir belum surut lagi, biasanya daerah kami gapernah banjir, dan ga seringkih ini, ini baru turun berapa jam langsung naik air 3 203",negatif,0,2025-12-02,air naik
378,Trimakasih pemerintah.. Atas huniannya untuk korban banjir..  Aceh.. 1 85,Trimakasih pemerintah.. Atas huniannya untuk korban banjir.. Aceh.. 1 85,positif,2,2026-01-10,banjir Aceh
3660,"Pemerintah fokus tangani aceh sumbar dan sumut dalam agenda Prabowo Pulihkan PascaBencana sekaligus mempercepat Pembangunan Rumah Korban Bencana supaya kehidupan warga normal kembali Presiden RI Prabowo Subianto Minta Pemerintah Tidak Libur, Fokus Tangani Bencana Aceh, Sumatera... Dari melansir.com 29","Pemerintah fokus tangani aceh sumbar dan sumut dalam agenda Prabowo Pulihkan PascaBencana sekaligus mempercepat Pembangunan Rumah Korban Bencana supaya kehidupan warga normal kembali Presiden RI Prabowo Subianto Minta Pemerintah Tidak Libur, Fokus Tangani Bencana Aceh, Sumatera... Dari melansir.com 29",negatif,0,2025-12-28,Sumbar
11,Kebenaran tentang banjir Sumatra Siklon Tropis pada Tahun 2025  Sumber: Death toll after tropical cyclones hit Indonesia's Sumatra rises to 442 - Nikkei Asia 45,Kebenaran tentang banjir Sumatra Siklon Tropis pada Tahun 2025 Sumber: Death toll after tropical cyclones hit Indonesia's Sumatra rises to 442 - Nikkei Asia 45,netral,1,2026-01-08,Banjir Sumatra 2025
3745,"Perjalan hari ke-3 tim Polda Sumsel mengirimkan bantuan sosial ke Aceh dan Sumut   Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi :  Call Center : 110 (Bebas Pulsa)  ""KAMI SIAP MELAYANI 24 JAM""  #musisatu #kapoldasumsel #humaspoldasumsel #poldasumsel Tampilkan lebih banyak 47","Perjalan hari ke-3 tim Polda Sumsel mengirimkan bantuan sosial ke Aceh dan Sumut Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi : Call Center : 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" #musisatu #kapoldasumsel #humaspoldasumsel #poldasumsel Tampilkan lebih banyak 47",negatif,0,2025-12-25,Sumsel
2167,"Membalas  @ommi_siregar innalillahi wainna ilaihi raji'un #PrayForTapanuli #PrayForSumatera semoga pemerintah, dprd  sgr action utk membantu rakyat yg terdampak dan kondisi segera pulih kembali. 1 87","Membalas @ommi_siregar innalillahi wainna ilaihi raji'un #PrayForTapanuli #PrayForSumatera semoga pemerintah, dprd sgr action utk membantu rakyat yg terdampak dan kondisi segera pulih kembali. 1 87",positif,2,2025-11-29,#PrayForSumatera
3336,"Tahap awal pembangunan huntara untuk korban terdampak banjir di Agam Sumatera Barat tengah berlangsung. Alhamdulillah, semoga tidak membutuhkan waktu lama bisa selesai, sehingga ada tempat berlindung dan beristirahat lebih layak.  Good job TNI.  Untuk diketahui, pembangunan Tampilkan lebih banyak 4 10 21 445","Tahap awal pembangunan huntara untuk korban terdampak banjir di Agam Sumatera Barat tengah berlangsung. Alhamdulillah, semoga tidak membutuhkan waktu lama bisa selesai, sehingga ada tempat berlindung dan beristirahat lebih layak. Good job TNI. Untuk diketahui, pembangunan Tampilkan lebih banyak 4 10 21 445",negatif,0,2025-12-30,Sumatera Barat
5822,Pernyataan Endipat Wijaya dalam rapat Komisi I DPR berkembang menjadi sorotan setelah ia mengkritik relawan yang menggalang donasi Rp10 miliar untuk penanganan banjir di Aceh. Ia menilai munculnya narasi di publik seolah relawan bekerja lebih besar dari pemerintah. Komisi I Tampilkan lebih banyak 1 211,Pernyataan Endipat Wijaya dalam rapat Komisi I DPR berkembang menjadi sorotan setelah ia mengkritik relawan yang menggalang donasi Rp10 miliar untuk penanganan banjir di Aceh. Ia menilai munculnya narasi di publik seolah relawan bekerja lebih besar dari pemerintah. Komisi I Tampilkan lebih banyak 1 211,negatif,0,2025-12-09,banjir Aceh
6965,Kepala Pusat Penerangan Mabes TNI Mayjen TNI Freddy Ardianzah mengatakan pihaknya akan memberikan penghargaan berupa kenaikan pangkat kepada tiga prajurit yang gugur saat berupaya mengevakuasi korban banjir dan tanah longsor di Sumatera Barat antaranews.com TNI naikan pangkat prajurit yang gugur saat evakuasi warga di Sumbar Kepala Pusat Penerangan (Kapuspen) Mabes TNI Mayjen TNI (Mar) Freddy Ardianzah mengatakan pihaknya akan memberikan penghargaan berupa kenaikan pangkat kepada ... 1 499,Kepala Pusat Penerangan Mabes TNI Mayjen TNI Freddy Ardianzah mengatakan pihaknya akan memberikan penghargaan berupa kenaikan pangkat kepada tiga prajurit yang gugur saat berupaya mengevakuasi korban banjir dan tanah longsor di Sumatera Barat antaranews.com TNI naikan pangkat prajurit yang gugur saat evakuasi warga di Sumbar Kepala Pusat Penerangan (Kapuspen) Mabes TNI Mayjen TNI (Mar) Freddy Ardianzah mengatakan pihaknya akan memberikan penghargaan berupa kenaikan pangkat kepada ... 1 499,negatif,0,2025-12-05,evakuasi banjir
2175,Akun parodi Gerak cepat! Presiden Prabowo instruksikan penanganan banjir Sumatera dan pemulihan infrastruktur secara menyeluruh  ROTY Ya Allah #PrayForSumatera #ExploreGalaxyWay #AbracadabraOnViu 2 56,Akun parodi Gerak cepat! Presiden Prabowo instruksikan penanganan banjir Sumatera dan pemulihan infrastruktur secara menyeluruh ROTY Ya Allah #PrayForSumatera #ExploreGalaxyWay #AbracadabraOnViu 2 56,positif,2,2025-11-29,#PrayForSumatera
149,"Kerjain gw, buka fb,buka ig, buka tiktok, lihat akun2 teman gw di kampung, buat tau gimana kondisi disana. Hari ini masih banjir dan hujan pun masih turun tpi alhamdulillahnya ngk setinggi kemarin. Semoga cepat berakhir ujian ini   #PrayForSumatera #prayforsumbar 117","Kerjain gw, buka fb,buka ig, buka tiktok, lihat akun2 teman gw di kampung, buat tau gimana kondisi disana. Hari ini masih banjir dan hujan pun masih turun tpi alhamdulillahnya ngk setinggi kemarin. Semoga cepat berakhir ujian ini #PrayForSumatera #prayforsumbar 117",positif,2,2025-11-28,#PrayForSumatera
126,"Membalas  @pplpbinu Di tengah situasi yang penuh tantangan, bantuan ini diharapkan dapat memperkuat harapan, menumbuhkan semangat, serta mendukung proses pemulihan masyarakat agar dapat bangkit secara bertahap.  #lpbinu #nupeduli #prayforsumatera #prayforaceh 6","Membalas @pplpbinu Di tengah situasi yang penuh tantangan, bantuan ini diharapkan dapat memperkuat harapan, menumbuhkan semangat, serta mendukung proses pemulihan masyarakat agar dapat bangkit secara bertahap. #lpbinu #nupeduli #prayforsumatera #prayforaceh 6",positif,2,2026-01-12,#PrayForSumatera
