id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
2104,Buat Warga Sumatera Utara ; Apakah Terealisasi atau Justru menjadi Petaka ? #PrayForSumatera 66,negatif,0,negatif,98,(dry-run) label simulasi untuk id 2104
2112,Kumpulan Video Banjir di Sumatera Barat #PrayForSumatera 1. SMAN 1 banuhampu 3 1 104,netral,1,netral,60,(dry-run) label simulasi untuk id 2112
2119,"Bawaslu Kabupaten Sleman menyampaikan empati dan duka yang mendalam atas terjadinya musibah banjir dan tanah longsor di wilayah Aceh, Sumatera Utara, dan Sumatera Barat. Semoga masyarakat yang terdampak diberikan kekuatan dan keselamatan. . #prayforsumatera 81",negatif,0,negatif,65,(dry-run) label simulasi untuk id 2119
2128,bantuan ke sibolga sesedikit itukah??? atau masih blm ada??? di sibolga udh terjadi penjarahan dimana² #PrayForSibolga #PrayForSumatera 1 2 101,negatif,0,negatif,76,(dry-run) label simulasi untuk id 2128
2131,"Mari panjatkan doa untuk saudara kita yang berada di Sumatera, semoga selalu diberikan perlindungan dan keselamatan.. lekas membaik #PrayForSumatera 9 38 1 rb",positif,2,positif,92,(dry-run) label simulasi untuk id 2131
2132,Akun komentar @Aceh Aceh Tamiang paska Banjir Aceh tamiang Cyclone Senyar #PrayForAceh #PrayForSumatera 2 7 401,netral,1,netral,83,(dry-run) label simulasi untuk id 2132
2133,"Akun parodi Baru bisa dapat update berita hari ini setelah total 3 hari hujan banjir, mati listrik dan gada signal di Aceh, Alhamdulillah keluarga aman semua, kendalanya sekarang stock pangan menipis, lalu lintas terhambat krn ada jembatan utama yang putus.. #PrayForAceh #PrayForSumatera 61",negatif,0,negatif,97,(dry-run) label simulasi untuk id 2133
2140,"Membalas @indibiz_sumatra Tantangan infrastruktur yang terdampak bencana mempengaruhi kualitas layanan, namun progress perbaikan terus berjalan. #IndibizSumatera #BanjirSumatera #PrayForSumatera 1 1 75",netral,1,netral,61,(dry-run) label simulasi untuk id 2140
2156,Waktu itu untuk Maluku. Hari ini untuk Sumatera #PrayForAceh #PrayForSumatera #PrayForIndonesia 5 6 510,netral,1,netral,80,(dry-run) label simulasi untuk id 2156
2160,"Kalian punya mata punya telinga kenapa ga dipake sih? Rakyat kalian itu lg menderita hehh tp bisa""nya kalian msh yapping soal pencapaian negara yg se bullshit itu kenyataannya #AllEyesOnSumatera #PrayForSumatera #PrayForTapanuli #PrayForSibolga #PrayForAceh 65",negatif,0,negatif,64,(dry-run) label simulasi untuk id 2160
2162,"Harga diri kita di injak-injak, seakan tidak dianggap ada, pilihan kita hanya dua Diam atau melawan. #PrayForSumatera #SumateraMelawa 17 120 274 4 rb",negatif,0,negatif,66,(dry-run) label simulasi untuk id 2162
2163,Bencana Banjir dan Longsor disumatera ini sudah termasuk Bencana dalam skala Besar dan Luas. Harapan yang tinggi adanya Bantuan yang cepat tepat dan tanggap dari dinas terkait dan pemerintahan. Cc Bapak Presiden @prabowo #PrayForSumatera Dari èxceĺ 58,positif,2,positif,57,(dry-run) label simulasi untuk id 2163
2167,"Membalas @ommi_siregar innalillahi wainna ilaihi raji'un #PrayForTapanuli #PrayForSumatera semoga pemerintah, dprd sgr action utk membantu rakyat yg terdampak dan kondisi segera pulih kembali. 1 87",positif,2,positif,88,(dry-run) label simulasi untuk id 2167
2175,Akun parodi Gerak cepat! Presiden Prabowo instruksikan penanganan banjir Sumatera dan pemulihan infrastruktur secara menyeluruh ROTY Ya Allah #PrayForSumatera #ExploreGalaxyWay #AbracadabraOnViu 2 56,positif,2,positif,78,(dry-run) label simulasi untuk id 2175
2201,Semoga segera pulih Pulau Sumatera-ku tercinta #PrayForSumatera #PrayForSumateraBarat #PrayForAceh #PrayForSumateraUtara 49,positif,2,negatif,77,(dry-run) label simulasi untuk id 2201
2223,"Membalas @Valhallaah PAD Aceh cuma 3T. APBD 11T ditalangi pusat, TDK termasuk dana Otsus 8T, dana bencana banjir 25T. Total 44T. Mau merdeka dimasa bencana? Yg terjadi Aceh bangkrut. Cuma punya duit 3T buat bayar ASN aja kurang. 46",negatif,0,negatif,97,(dry-run) label simulasi untuk id 2223
2229,Membalas @lilaccountz Yaallahhh ini udh sebulan lebih gak sih dan beneran belum ada perkembangan yang massive?? gue sampe search banjir sumatera aceh tanggal berapa yaallahhhh nyesek bgtttt 10 686,negatif,0,negatif,85,(dry-run) label simulasi untuk id 2229
2250,BNI hadirkan posko kesehatan untuk dukung pemulihan warga terdampak banjir bandang di Aceh Klik untuk baca selengkapnya! BNI Hadirkan Posko Kesehatan untuk Dukung Pemulihan Warga Terdampak Banjir Bandang di Aceh Dari medcom.id 70,positif,2,positif,97,(dry-run) label simulasi untuk id 2250
2274,"Akun parodi Karena mbak Sherly terus bersuara soal banjir Sumatera–Aceh, yang datang bukan bantahan, tapi teror dari para bajingan tolol, mobil dicoret, rumah dilempar telur busuk. . . . . Sepanjang 2025 Atep Anjing dtsen LHKPN Jelang Libur Tahun Baru 2026 #PresidenOmon2Turunlah 7 10 11 1 rb",negatif,0,negatif,59,(dry-run) label simulasi untuk id 2274
2275,"Selain fokus pada pembersihan lingkungan, PMI juga memberikan perhatian khusus pada sektor pendidikan dengan menyalurkan bantuan buku pelajaran sebanyak 1 juta eksemplar untuk anak-anak sekolah terdampak. PMI Salurkan 1 Juta Buku untuk Anak Sekolah Korban Banjir Sumatera dan Aceh - Serambinews.com Dari aceh.tribunnews.com 64",negatif,0,negatif,95,(dry-run) label simulasi untuk id 2275
2277,"Prabowo dan Jokowi zionis-zionis Indonesia. Mereka membiarkan korban bencana banjir bandang dan tanah longsor kelaparan. Dapur umum tak lagi beroperasi, warga Pidie Jaya Aceh, kesulitan makanan #PresidenOmon2Turunlah #PresidenOmon2Turunlah 1 147",negatif,0,negatif,55,(dry-run) label simulasi untuk id 2277
2281,"Banjir yang menghantam Aceh bukanlah ujian bagi masyarakat saja, tetapi juga bagi pemerintah. Dengan sigap, mereka berkoordinasi untuk menyalurkan bantuan dan mendirikan posko darurat demi keselamatan warga #BantuanPemerintah 1 40",positif,2,positif,77,(dry-run) label simulasi untuk id 2281
2284,"Banjir air bisa surut, tapi jangan biarkan ""banjir provokasi"" merusak kerukunan kita.Mari jaga kedamaian dan fokus pulih kembali untuk Aceh tercinta #Negarahadir #Indonesiabaik #sumaterapulih #bersatunegeriku #SemangatLuarBiasa 24",negatif,0,negatif,69,(dry-run) label simulasi untuk id 2284
2308,Bos PLN Sebut Kerusakan Listrik Imbas Banjir Aceh Lampaui Tsunami 2004 Bos PLN Sebut Kerusakan Listrik Imbas Banjir Aceh Lampaui Tsunami 2004 Dari cnnindonesia.com 2 1 rb,negatif,0,negatif,57,(dry-run) label simulasi untuk id 2308
